IA.ID,IA.Name,IA.Group.1,IA.Group.2,Type,City,Voivodship
IA00446,Fisheries Enterprise and Fishing Services ARKA in Gdyńia,FEFSA,NA,Factory,NA,NA
IA00447,Flying Library,FL,NA,Independent Society,NA,NA
IA00448,Flying University,FU,NA,Independent Society,NA,NA
IA00449,Forecasting Center for Research Development of Information Technology,FRDIT,NA,NA,NA,NA
IA00450,Founding Committee Solidarność at KWB Bełchatów,FCMKB,NA,Opposition Group Leadership Body Regional or Local,NA,NA
IA00451,Founding Committee Workers Solidarność Stalowa Wola Steelworks,FCMWSW,NA,Opposition Group Leadership Body Regional or Local,NA,NA
IA00453,Founding Organizational Committee Solidarność Northern Shipyards Gdańsk,FOCNSG,NA,Opposition Group Leadership Body Regional or Local,NA,NA
IA00454,Foundation for Independent Publishing Social Council,FIPSC,NA,Independent Society,NA,NA
IA00456,Free University Workers,FUW,NA,Opposition Group,NA,NA
IA00457,Gdańsk Academic Association,GAA,NA,Independent Society,Gdańsk,NA
IA00458,Gdańsk Agreement signatory,GAGRS,NA,Political Agreement,Gdańsk,NA
IA00459,Gdańsk Association of Scientists,GAS,NA,Independent Society,Gdańsk,NA
IA00460,Gdańsk Citizens Initiative,GCI,NA,Independent Society,Gdańsk,NA
IA00462,Gdańsk Construction Mechanization Plant ZREMB,GCMF,NA,Factory,Gdańsk,NA
IA00463,Gdańsk “Elektromantaż”,GELE,NA,Factory,Gdańsk,NA
IA00465,Gdańsk Political Society “Young Poland”,GPSYP,NA,Opposition Group,Gdańsk,NA
IA00466,Gdańsk Strikes 1980 Supporter,GDST80,NA,Protest Action,Gdańsk,NA
IA00467,Gdańsk Polytechnic,GPOLY,NA,Postsecondary School,Gdańsk,NA
IA00468,Gdańsk Polytechnic Faculty of Chemistry,GPOLY,FOCH,Postsecondary School,Gdańsk,NA
IA00469,Gdańsk Polytechnic Faculty of Marine Building,GPOLY,FOMB,Postsecondary School,Gdańsk,NA
IA00470,Gdańsk Polytechnic Foundation for Energy Conservation,GPOLY,FFEC,Postsecondary School,Gdańsk,NA
IA00471,Gdańsk Polytechnic Institute of Architecture and Urban Planning,GPOLY,IAC,Postsecondary School,Gdańsk,NA
IA00472,Gdańsk Polytechnic Institute of Shipbuilding,GPOLY,ISHIP,Postsecondary School,Gdańsk,NA
IA00473,Gdańsk Publishing House,GPUB,NA,Publishing House,Gdańsk,NA
IA00474,Gdańsk Regional Appeal Commission re Work,GRAC,NA,Government Agency Regional or Local,Gdańsk,NA
IA00475,Gdańsk Shipyards,GSHIP,NA,Factory,Gdańsk,NA
IA00477,Gdańsk University Humanities Division,GU,DHUM,Postsecondary School,Gdańsk,NA
IA00478,Gdańsk University Department of Economics and Foreign Trade,GU,DECON,Postsecondary School,Gdańsk,NA
IA00480,Gdańsk University Department of General Physics,GU,DGPH,Postsecondary School,Gdańsk,NA
IA00481,Gdańsk University Department of Labor Law,GU,DLL,Postsecondary School,Gdańsk,NA
IA00482,Gdańsk University Faculty of Law and Administration,GU,FLA,Postsecondary School,Gdańsk,NA
IA00484,Gdańsk University Circle of Historical Research,GU,CHIST,Postsecondary School,Gdańsk,NA
IA00485,Gdynia Sea Fisheries Institute,GSFI,NA,Research Institue,Gdynia,NA
IA00487,Głos Publishing House,GLOS,NA,Publishing House,NA,NA
IA00488,Government Commission on Economic Reform in Poland,GCER,NA,Government Leadership Body National,NA,NA
IA00490,Governmental Commission of Experts on Improving Control System Investments,GCEIC,NA,Government Leadership Body National,NA,NA
IA00492,Group for Independent Education,GIE,NA,Independent Society,NA,NA
IA00493,Group of Political Journalists,GPJ,NA,Independent Society,NA,NA
IA00494,Health Care Group in Gliwice,HCG,NA,Medical Facility,Gliwice,NA
IA00495,Healthcare Complex Downtown Wrocław,HCDW,NA,Medical Facility,Wroclaw,NA
IA00496,Healthcare Complex for Higher Education Wrocław,HCHEW,NA,Medical Facility,Wroclaw,NA
IA00497,Help for Victims of the Płock Flood,HVPF,NA,Charitable or Humanitarian Organization,NA,NA
IA00498,Higher School of Agriculture Poznań,HSAP,NA,Postsecondary School,Poznan,NA
IA00500,Higher School of Economics Katowice,HSEK,NA,Postsecondary School,Katowice,NA
IA00501,Higher School of Economics Łódź,HSEL,NA,Postsecondary School,Lodz,NA
IA00502,Higher School of Economics Poznań,HSEP,NA,Postsecondary School,Poznan,NA
IA00503,Higher School of Economics Sopot,HSES,NA,Postsecondary School,Sopot,NA
IA00504,Higher School of Economics Sopot Faculty of the Sea,HSES,FOTS,Postsecondary School,Sopot,NA
IA00505,Higher School of Maritime Trade,HSMT,NA,Postsecondary School,NA,NA
IA00506,Higher School of Pedagogy Gdańsk,HSPG,NA,Postsecondary School,Gdańsk,NA
IA00507,Higher School of Pedagogy Katowice,HSPKA,NA,Postsecondary School,Katowice,NA
IA00508,Higher School of Pedagogy Kielce,HSPKI,NA,Postsecondary School,Kielce,NA
IA00509,Higher School of Special Pedagogy,HSSP,NA,Postsecondary School,NA,NA
IA00510,Higher School of Rocket and Artillery Officers,HSRAO,NA,Postsecondary School,NA,NA
IA00512,Horticultural Technical College in Sochaczew,HTCS,NA,Postsecondary School,Socharew,NA
IA00513,Home Army,AK,NA,Paramilitary Group,NA,NA
IA00514,Horse Rallies in Memory of the Heroes of September 1939,HRMHS,NA,Independent Society,NA,NA
IA00515,Hospital of the Infant Jesus Warsaw Department of Internal Medicine,HJW,DIM,Medical Facility,Warsaw,NA
IA00516,Ideological Declaration of Republic Clubs Freedom-Justice-Independence,IDRC,NA,Protest Statement,NA,NA
IA00517,Independent Movement for Health,IMH,NA,Independent Society,NA,NA
IA00519,Independent Scouting,IS,NA,Scouting Organization,NA,NA
IA00520,Independent Scouting publishing house,ISPUB,NA,Scouting Organization,NA,NA
IA00521,Independent Union of Agricultural Producers,IUAP,NA,Opposition Group,NA,NA
IA00522,Independent Union of Socialist Youth,ZNMS,NA,Independent Society,NA,NA
IA00523,Institute for Building,IB,NA,Research Institue,NA,NA
IA00524,Institute for Nuclear Research,INR,NA,Research Institue,NA,NA
IA00525,Institute for Nuclear Research Department of Radiobiology and Healthcare,INR,DRH,Research Institue,NA,NA
IA00527,Institute of Electrical and Electronics Engineers,IEEE,NA,Research Institue,NA,NA
IA00528,Institute of Electron Technology Warsaw,IETW,NA,Research Institue,NA,NA
IA00529,Institute of General Chemistry Warsaw,IGCW,NA,Research Institue,NA,NA
IA00530,Institute of Hematology Clinic of Internal Medicine,IHCIM,NA,Research Institue,NA,NA
IA00531,Institute of Immunology and Experimental Therapy Wrocław,IIETW,NA,Research Institue,NA,NA
IA00532,Institute of Judicial Legal Research,IJLR,NA,Research Institue,NA,NA
IA00533,Institute of Labor and Social Policy,ILSP,NA,Research Institue,NA,NA
IA00535,Institute of Pedagogical Research,IPR,NA,Research Institue,NA,NA
IA00536,Institute of Planning Warsaw,IPW,NA,NA,NA,NA
IA00536,Institute of Planning Warsaw,IPW,NA,Research Institue,NA,NA
IA00537,Institute of Planning and Planning Commission,IPPC,NA,Research Institue,NA,NA
IA00538,Institute of the Market and Consumption,IMC,NA,Research Institue,NA,NA
IA00541,Institute of Synthetic and Artificial Fibers Gorzów Wielkopolska,ISAFG,NA,Research Institue,NA,NA
IA00542,Institute of Urban Planning and Architecture Warsaw,IUPAW,NA,Research Institue,NA,NA
IA00543,Institute of the West Poznań,IWP,NA,Research Institue,NA,NA
IA00547,Interned Arłamow,INT,ARLM,Protest Action,NA,NA
IA00548,Interned Białołęka,INT,BIAL,Protest Action,NA,NA
IA00549,Interned Goleniów,INT,GOLE,Protest Action,NA,NA
IA00550,Interned Jastrzębie,INT,JAST,Protest Action,NA,NA
IA00551,Interned Wierzchowie Pomorski,INT,WIPO,Protest Action,NA,NA
IA00553,Inter-factory Coordinating Committee for Solidarność Youth,MKSSY,NA,Protest Action,NA,NA
IA00554,Inter-factory Coordinating Committee Solidarność in Olkusz,MKSSO,NA,Protest Action,NA,NA
IA00555,Inter-factory Strike Committee Bydgoszcz,MKSB,NA,Protest Action,NA,NA
IA00556,Inter-factory Strike Committee Jastrzębia,MKSJ,NA,Protest Action,NA,NA
IA00557,Inter-factory Strike Committee Katowice Steel Works,MKSK,NA,Protest Action,NA,NA
IA00558,Inter-factory Strike Committee Wrocław,MKSW,NA,Protest Action,NA,NA
IA00559,Inter-factory Strike Committee Gdańsk,MKSG,NA,Protest Action,NA,NA
IA00560,Inter-factory Strike Committee Gdańsk Committee of Experts,MKSG,COE,Protest Action,NA,NA
IA00561,Inter-factory Strike Committee Gdańsk Shipyards (August 1988),MKSG88,NA,Protest Action,NA,NA
IA00562,Inter-factory Strike Committee KWK July Manifesto (August 1988),MKSGJM,NA,NA,NA,NA
IA00563,Inter-factory Strike Committee Nysa,MKSN,NA,Protest Action,NA,NA
IA00564,Inter-factory Strike Committee Szczecin Shipyards,MKSS,NA,Protest Action,NA,NA
IA00565,Inter-factory Strike Committee Szczecin (August 1988),MKSS88,NA,NA,NA,NA
IA00568,Inter-factory Founding Committee Bydgoszcz,MKZBY,NA,Protest Action,NA,NA
IA00569,Inter-factory Founding Committee Gdańsk,MKZG,NA,Protest Action,NA,NA
IA00570,Inter-factory Founding Committee Katowice,MKZKA,NA,Protest Action,NA,NA
IA00571,Inter-factory Founding Committee Kielce,MKZKI,NA,Protest Action,NA,NA
IA00572,Inter-factory Founding Committee Łódź,MKZL,NA,Protest Action,NA,NA
IA00573,Inter-factory Founding Committee Małopolska,MKZML,NA,Protest Action,NA,NA
IA00574,Inter-factory Founding Committee Mazowsze,MKZMA,NA,Protest Action,NA,NA
IA00575,Inter-factory Founding Committee Pozńan,MKZP,NA,Protest Action,NA,NA
IA00577,Inter-factory Founding Committee Stalowa Wola,MKZST,NA,Protest Action,NA,NA
IA00578,Inter-factory Founding Committee Wałbrych,MKZWA,NA,Protest Action,NA,NA
IA00579,Inter-factory Founding Committee Wrocław,MKZWR,NA,Protest Action,NA,NA
IA00582,Inter-factory Workers Committee Solidarność Lubin,MKPL,NA,Protest Action,NA,NA
IA00583,Inter-factory Workers Committee Solidarność,MKPS,NA,Protest Action,NA,NA
IA00584,Inter-Union Group,IUG,NA,Protest Action,NA,NA
IA00587,International Labor Union Geneva,ILO,GEN,International Professional Association,NA,NA
IA00588,International Labor Union Office Warsaw,ILO,WAW,International Professional Association,NA,NA
IA00589,International Association of Ergonomics,IAE,NA,International Professional Association,NA,NA
IA00591,Inwestprojekt Plant Investment Services Project Warsaw,IPISP,NA,Factory,NA,NA
IA00592,Iskra Bearing Factory Center for Research and Development,IBFCRD,NA,Research Institue,NA,NA
IA00594,Jagiellonian University Faculty of Agriculture,UJ,FAG,Postsecondary School,NA,NA
IA00596,Jagiellonian University Faculty of Indo-Iranian Philology,UJ,FIIP,Postsecondary School,NA,NA
IA00597,Jagiellonian University Faculty of Law,UJ,FOL,Postsecondary School,NA,NA
IA00598,Jagiellonian University Faculty of Law Department of Criminal Law,UJ,FOLDCL,Postsecondary School,NA,NA
IA00600,Jagiellonian University Faculty of Philosophy and History,UJ,FPH,Postsecondary School,NA,NA
IA00601,Jagiellonian University Faculty of Polish Philology,UJ,FPP,Postsecondary School,NA,NA
IA00602,Jagiellonian University Library,UJ,LIB,Postsecondary School,NA,NA
IA00603,Jagiellonian University Physics Institute,UJ,PHIN,Postsecondary School,NA,NA
IA00605,Jagiellonian University Institute of Sociology,UJ,ISOC,Postsecondary School,NA,NA
IA00606,Jan Kasprowicz High School in Inowrocław,JKHS,NA,High School,NA,NA
IA00607,Jan Rabinowski Railway Technical College of the Ministry of Transportation Warsaw,MINTR,JRRTC,High School,NA,NA
IA00608,Jan Zamoyski High School Warsaw,JZHS,NA,High School,NA,NA
IA00609,Jewish Historical Institute,JHI,NA,Research Institue,NA,NA
IA00610,Joachim Lelewel High School Warsaw,JLHS,NA,High School,NA,NA
IA00611,July Manifesto Strike (08/1988),JULYM,NA,NA,NA,NA
IA00612,Katowice Steel Works Dąbrowa,KSWD,NA,Factory,NA,NA
IA00613,Katyn Committee,KATCOM,NA,Independent Society,NA,NA
IA00614,Kazimierz the Great “Puszcza” Scout Troop Niepołomice,KGST,NA,Scouting Organization,NA,NA
IA00615,Kielce Diocese Legal Council,KDLC,NA,Charitable or Humanitarian Organization,NA,NA
IA00616,Kielce District Court,KDC,NA,Legal Office,NA,NA
IA00617,Kielce Provincial Sanitary-Epidemiological Station,KPSEP,NA,Medical Facility,Kielce,NA
IA00618,KIK Gdańsk,KIK,GD,Salon,NA,NA
IA00619,KIK Kraków,KIK,KR,Salon,NA,NA
IA00620,KIK Lubin,KIK,LUB,Salon,NA,NA
IA00622,KIK Nowy Sącz,KIK,NS,Salon,NA,NA
IA00624,KIK Warsaw,KIK,WAW,Salon,NA,NA
IA00625,KOR Collaborator,KOR,NA,Opposition Group,NA,NA
IA00626,KSS-KOR Collaborator,KSSKOR,NA,Opposition Group,NA,NA
IA00627,KSS-KOR Intervention Committee,KSSKOR,IC,Opposition Group Leadership Body National,NA,NA
IA00629,Kraków Polytechnic,KPOLY,NA,Postsecondary School,NA,NA
IA00630,KWB Bełchatów,KWBB,NA,Factory,NA,NA
IA00631,KWB Bełchatów August 1988 Strike,KWBB,A88,Protest Action,NA,NA
IA00632,KWB Bełchatów May 1988 Strike,KWBB,M88,Protest Action,NA,NA
IA00633,KWK Andaluzja,KWKA,NA,Factory,NA,NA
IA00634,KWK Andaluzja Strike August 1988,KWKA,A88,Protest Action,NA,NA
IA00635,KWK Lenin May 1988 Strike,KWKL,M88,Protest Action,NA,NA
IA00636,KWK “Manifest Lipcowy”,KWKML,NA,Factory,NA,NA
IA00637,KWK “May 1” Jatrzębie,KWKM1,NA,Factory,NA,NA
IA00638,KWK Miechowice Bytom,KWKMB,NA,Factory,NA,NA
IA00639,KWK “Rozbark” Bytom,KWKRB,NA,NA,NA,NA
IA00640,KWK “Thirtieth Anniversary of the PRL” Pniówek,KWK13,NA,Factory,NA,NA
IA00642,KWK “Ziemowit”,KWKZ,NA,NA,NA,NA
IA00643,Laboratory of Geology and Mining in Lubin,LGM,NA,Research Institue,NA,NA
IA00646,League of Freedom Fighters - ZBoWiD,ZBOWID,NA,NA,NA,NA
IA00647,Lech Bądkowski Gdańsk Political Club,LBGPC,NA,Salon,NA,NA
IA00648,Lech Wałęsa advisor,LWAD,NA,Opposition Group Leadership Body National,NA,NA
IA00649,Lenin Shipyards Gdańsk,LSYG,NA,Factory,NA,NA
IA00650,Lenin Shipyards Gdańsk December 1970 Strikes,LSYG,D70,Protest Action,NA,NA
IA00651,Lenin Shipyards Gdańsk Office of Projects and Construction,LSYG,OPC,Factory,NA,NA
IA00652,Lenin Shipyards Gdańsk May 1988 Strikes,LSYG,M88,Protest Action,NA,NA
IA00653,Lenin Shipyards Gdańsk August 1988 Strikes,LSYG,A88,Protest Action,NA,NA
IA00654,Lenin Steelworks Nowa Huta,LSWNH,NA,Factory,NA,NA
IA00655,Lenin Steelworks Nowa Huta Strike May 1988,LSWNH,M88,Protest Action,NA,NA
IA00656,Letter in the Name of Solidarność in Response to John Paul II Second Pilgrimage,LRJP2,NA,Protest Statement,NA,NA
IA00657,Letter in Defense of KOR,LDKOR,NA,Protest Statement,NA,NA
IA00658,Letter in Defense of the Kowalczyk Brothers,LDKB,NA,Protest Statement,NA,NA
IA00659,Letter in Support of Adam Michnik,LSAM,NA,NA,NA,NA
IA00660,Letter in Support of Workers at Radom and Ursus,LSRU,NA,Protest Statement,NA,NA
IA00661,Letter to the Sejm about a Commission on the Strikes of 1976,LSCS76,NA,Protest Statement,NA,NA
IA00662,Letter Signed by 7,LET7,NA,Protest Statement,NA,NA
IA00663,Letter Signed by 8 calling for the suspension of Martial Law,LET8,NA,Protest Statement,NA,NA
IA00665,Letter Signed by 34,LET34,NA,Protest Statement,NA,NA
IA00666,Letter Signed by 59,LET59,NA,Protest Statement,NA,NA
IA00667,Letter Signed by 101,LET101,NA,Protest Statement,NA,NA
IA00668,Letter Signed by 218 People from Warsaw and Łódź Against Proposed Changes to the PRL Constitution,LET218,NA,Protest Statement,NA,NA
IA00669,Lighting Equipment Plant POLAM Gdańsk,ZSOPOLAM,NA,Factory,NA,NA
IA00670,Lipno Basic Vocational School,LBVS,NA,Postsecondary School,NA,NA
IA00671,Literary Institute Paris,DOMLIT,NA,NA,NA,NA
IA00672,Local Government/Self-Government Forums,LGSG,NA,Independent Society,NA,NA
IA00674,Lwow Polytechnic,LPOLY,NA,Postsecondary School,NA,NA
IA00675,Ludwika Rydygier Hospital Wrocław,LRH,NA,Medical Facility,Wroclaw,NA
IA00676,Łochochin State Mechine Center,LSMC,NA,Medical Facility,NA,NA
IA00677,Łódź Chemical Industry Headquarters,LCIH,NA,Research Institue,NA,NA
IA00679,Łódź Defenders of Peace Industrial Cotton Factory,LDPIC,NA,Factory,NA,NA
IA00680,Łódź Industrial Institute of Occupational Medicine,LIIOM,NA,Research Institue,NA,NA
IA00681,Łódź Municipal Retail Trade Office,LMRT,NA,Government Agency Regional or Local,NA,NA
IA00683,Łódź University,LU,NA,Postsecondary School,NA,NA
IA00684,Łódź University Department of Civil Law,LU,DCL,Postsecondary School,NA,NA
IA00685,Łódź University Department of the Science of Morality,LU,DSM,Postsecondary School,NA,NA
IA00686,Łódź University Department of Theory for Strengthening the Economy,LU,DTSE,Postsecondary School,NA,NA
IA00687,Łódź University Department of Urban Economic Planning,LU,DUEP,Postsecondary School,NA,NA
IA00688,Łódź University Faculty of Humanities Sociology Institute,LU,FOHSI,Postsecondary School,NA,NA
IA00689,Łódź University Faculty of Pedagogy,LU,FOPED,Postsecondary School,NA,NA
IA00690,Łódź University Faculty of Law and Economics,LU,FOLE,Postsecondary School,NA,NA
IA00691,Łódź University Faculty of Socio-Economics,LU,FOSE,Postsecondary School,NA,NA
IA00692,Łódź University Institute of Political Economy,LU,IPE,Postsecondary School,NA,NA
IA00695,Main Center for Research on Standardization,MCRS,NA,Research Institue,NA,NA
IA00696,Mainstream Independence,MAINI,NA,Independent Society,NA,NA
IA00697,March 1981 Bydgoszcz Strike participant,MR81B,PART,Protest Action,NA,NA
IA00698,March 1981 Bydgoszcz Strike negotiator,MR81B,NEG,Protest Action,NA,NA
IA00699,March 1968 Student Protests Kraków,MR68,KR,Protest Action,NA,NA
IA00700,March 1968 Student Protests Łódź supporter,MR68,LDZ,Protest Action,NA,NA
IA00701,March 1968 Student Protests Poznań,MR68,POZ,Protest Action,NA,NA
IA00702,March 1968 Student Protests Wrocław,MR68,WROC,Protest Action,NA,NA
IA00703,March 1968 Student Protests Warsaw,MR68,WAW,Protest Action,NA,NA
IA00707,Marine Electrical Equipment and Automation Plant Elmore,MEEAP,NA,Factory,NA,NA
IA00708,Mass for the Fatherland,MFATH,NA,Independent Society,NA,NA
IA00709,May 1988 Student Protests Gdańsk University,MY68,GU,Protest Action,NA,NA
IA00710,May 3 Constitution Political Thought Club Gdańsk,MY3PTC,NA,Salon,NA,NA
IA00711,Mazowsze General Assembly,MAZGA,NA,Government Agency Regional or Local,NA,NA
IA00713,Medical Academy Gdańsk,MEDAG,NA,Postsecondary School,NA,NA
IA00714,Medical Academy Gdańsk Department of Biochemistry,MEDAG,DBIO,Postsecondary School,NA,NA
IA00715,Medical Academy Gdańsk Department of Physiological Chemistry,MEDAG,DPC,Postsecondary School,NA,NA
IA00716,Medical Academy Gdańsk General Surgery Clinic,MEDAG,GSC,Postsecondary School,NA,NA
IA00717,Medical Academy Gdańsk Institute of Internal Medicine,MEDAG,IIM,Postsecondary School,NA,NA
IA00718,Medical Academy Gdańsk Mental Health Clinic,MEDAG,MHC,Postsecondary School,NA,NA
IA00719,Medical Academy Kraków,MEDAK,NA,Postsecondary School,NA,NA
IA00721,Medical Academy Kraków Department of Medical Pathophysiology,MEDAK,DMP,Postsecondary School,NA,NA
IA00723,Medical Academy Łódź,MEDAL,NA,Postsecondary School,NA,NA
IA00725,Medical Academy Poznań Pediatrics Institute,MEDAP,PI,Postsecondary School,NA,NA
IA00726,Medical Academy Poznań Regional Liaison Committee with Scientists,MEDAP,RLCS,Postsecondary School,NA,NA
IA00727,Medical Academy Poznań,MEDAP,NA,Postsecondary School,NA,NA
IA00728,Medical Academy Warsaw,MEDAW,NA,Postsecondary School,NA,NA
IA00729,Medical Academy Warsaw Student Government,MEDAW,SG,Postsecondary School,NA,NA
IA00730,Medical Academy Wrocław Faculty of Medicine,MEDAWR,FOMED,Postsecondary School,NA,NA
IA00731,Medical Academy Wrocław,MEDAWR,NA,Postsecondary School,NA,NA
IA00732,Medical Academy Wrocław Internal Medicine Clinic,MEDAWR,IMC,Postsecondary School,NA,NA
IA00733,Meetings of Warsaw University Young Workers – illegal 1966-1968,MWUYW,NA,NA,NA,NA
IA00734,Meetings of a Religious Environment for Lawyers in Laski,MREL,NA,Independent Society,NA,NA
IA00735,Member of Parliament,MOP,NA,NA,NA,NA
IA00736,Metropolitan Sanitary-Epidemiological Station,MSES,NA,Medical Facility,NA,NA
IA00737,Middle Vocational School Łódź,MVSL,NA,High School,NA,NA
IA00738,Międzylesie Primary School,MPS,NA,High School,NA,NA
IA00739,Miners Committee Solidarność Copper Mining and Smelting Plant Lubin,MCSCM,NA,Protest Action,NA,NA
IA00740,Miners Solidarność National Committee advisor,MNRSO,NCA,Opposition Group Leadership Body National,NA,NA
IA00741,Miners Solidarność National Committee,MNRSO,NC,Opposition Group Leadership Body National,NA,NA
IA00742,Miners Trade Union,MNRTU,NA,Opposition Group,NA,NA
IA00743,Mining and Steelworks Plant “Bolesław” in Bukowny,MSPB,NA,Factory,NA,NA
IA00744,Mining Works Łęczna,MWL,NA,NA,NA,NA
IA00745,Ministry of Culture and Art,MINCA,NA,Government Leadership Body National,NA,NA
IA00746,Ministry of Culture and Art Institute of Culture,MINCA,IOC,Government Leadership Body National,NA,NA
IA00747,Ministry of Education Program Committee (Biology),MINED,PCB,Government Leadership Body National,NA,NA
IA00749,Ministry of Education Negotiations on Teaching History,MINED,NTH,Government Leadership Body National,NA,NA
IA00750,Ministry of Education Negotiations on Changes in the Curriculum and the Teachers Charter,MINED,NCCTC,Government Leadership Body National,NA,NA
IA00753,Ministry of Environmental Protection and Natural Resources Ecology Council,MINENV,EC,Government Leadership Body National,NA,NA
IA00754,Ministry of Finance,MINF,NA,Government Leadership Body National,NA,NA
IA00755,Ministry of Finance Institute of Finance,MINF,IF,Government Leadership Body National,NA,NA
IA00756,Ministry of Health and Social Welfare Group of Experts to Reform the Functionality of Health Care and Social Care,MINHSW,GERFHC,Government Leadership Body National,NA,NA
IA00757,Ministry of Health and Social Welfare,MINHSW,NA,Government Leadership Body National,NA,NA
IA00758,Ministry of Health Professional Inspection Committee,MINHSW,PIC,Government Leadership Body National,NA,NA
IA00759,Ministry of Justice,MINJUS,NA,Government Leadership Body National,NA,NA
IA00760,Ministry of Labor Center for Staff Training and Improvement,MINLAB,CSTI,Government Leadership Body National,NA,NA
IA00761,Ministry of Labor and Social Welfare,MINLAB,NA,Government Leadership Body National,NA,NA
IA00763,Ministry of Religious Denominations and and Public Education Department of Denominations,MINRD,DODEN,Government Leadership Body National,NA,NA
IA00764,Ministry of Science Technology and Higher Education Intercollegiate Department of Higher Education Research,MINED,IDHER,Government Leadership Body National,NA,NA
IA00765,Ministry of the Treasury,MINTY,NA,Government Leadership Body National,NA,NA
IA00766,Moderation and Work Movement,MWM,NA,Independent Society,NA,NA
IA00767,Movement of School Youth,MSY,NA,Independent Society,NA,NA
IA00768,Movement of School Youth National Founding Committee,MSY,NFC,Independent Society,NA,NA
IA00769,Movement for National Sobriety,MNSOB,NA,Independent Society,NA,NA
IA00770,Municipal Hospital in Brzeg,MHB,NA,Medical Facility,NA,NA
IA00771,MURATOR Cooperative,MURAT,NA,Factory,NA,NA
IA00772,National Coordinating Committee of Agricultural Institutes,NCCAGI,NA,Opposition Group Leadership Body National,NA,NA
IA00774,National Coordinating Committee for Health Service Workers Solidarność,NCCHSW,NA,Opposition Group Leadership Body National,NA,NA
IA00775,National Festival of Polish Singing in Opole,NFPS,NA,Independent Society,NA,NA
IA00776,National Committee of Resistance of Farmers,NCROF,NA,Opposition Group Leadership Body National,NA,NA
IA00777,National Council of Economic Planning,NATCEP,NA,Government Leadership Body National,NA,NA
IA00779,National Farmers Pilgrimage to Jasna Gora,NFPJG,NA,Independent Society,NA,NA
IA00780,National Geologic Institute Warsaw,NGIW,NA,Research Institue,NA,NA
IA00781,National Museum Kraków,NMUSK,NA,Research Institue,NA,NA
IA00782,National Progressive Club of Catholic Intelligentsia,NPCCI,NA,Independent Society,NA,NA
IA00783,National Unity Front National Committee,NUNF,NC,Opposition Group Leadership Body National,NA,NA
IA00784,National Section of Engineers and Water Managers,NSEWM,NA,National Professional Association,NA,NA
IA00785,National Water Authority,NWA,NA,Government Leadership Body National,NA,NA
IA00786,Network of Leading Plant Works,NLPW,NA,Government Leadership Body National,NA,NA
IA00788,Northern Shipyards Gdańsk,NSHIPG,NA,Factory,NA,NA
IA00789,NOWa Publishing House,NOWA,NA,Publishing House,NA,NA
IA00790,NSZZ Individual Farmers “Solidarity” advisor,NSZZIF,AD,Opposition Group Leadership Body National,NA,NA
IA00791,NSZZ Individual Farmers “Solidarity” National Founding Committee,NSZZIF,NFC,Opposition Group Leadership Body National,NA,NA
IA00792,NSZZ Individual Farmers “Solidarity” National Strike Committee,NSZZIF,NSC,Opposition Group Leadership Body National,NA,NA
IA00793,NSZZ Individual Farmers “Solidarity” National Center for Studies and Experts,NSZZIF,NCSE,Opposition Group Leadership Body National,NA,NA
IA00795,NSZZ Individual Farmers “Solidarity” Provincial Board Skierniewicz,NSZZIF,PBSK,Opposition Group Leadership Body Regional or Local,NA,NA
IA00796,NSZZ Individual Farmers “Solidarity” Provincial Board Szczecin,NSZZIF,PBSZ,Opposition Group Leadership Body Regional or Local,NA,NA
