IA.ID,IA.Name,IA.Group.1,IA.Group.2,Type,City,Voivodship
IA00797,NSZZ Individual Farmers “Solidarity” Provincial Board Warsaw,NSZZIF,PBWAW,Opposition Group Leadership Body Regional or Local,NA,NA
IA00799,NSZZ Individual Farmers “Solidarity” Temporary Coordinating Committee,NSZZIF,TKK,Opposition Group Leadership Body National,NA,NA
IA00800,NSZZ Individual Farmers “Solidarity” Wojewod Founding Committee Zielona Gora,NSZZIF,WFCZG,Opposition Group Leadership Body Regional or Local,NA,NA
IA00801,NSZZ Scientific Technical and Educational Workers,NSZZST,PNTIO,Opposition Group,NA,NA
IA00802,NSZZ Solidarność Advisor,NSZZS,AD,Opposition Group Leadership Body National,NA,NA
IA00803,NSZZ Solidarność All-Poland Liaison Committee with Scientists,NSZZS,APLCS,Opposition Group Leadership Body National,NA,NA
IA00804,NSZZ Solidarność All-Poland Liaison Committee with PAN,NSZZS,APLCP,Opposition Group Leadership Body National,NA,NA
IA00805,NSZZ Solidarność Center for Information and Consultation in Pozńan,NSZZS,CICP,Opposition Group Leadership Body Regional or Local,NA,NA
IA00806,NSZZ Solidarność Commission for National Understanding,NSZZS,KKP,Opposition Group Leadership Body National,NA,NA
IA00807,NSZZ Solidarność Commission for Intervention and the Rule of Law,NSZZS,CIRL,Opposition Group Leadership Body National,NA,NA
IA00808,NSZZ Solidarność Committee for Steelworkers,NSZZS,CSTW,Opposition Group Leadership Body National,NA,NA
IA00809,NSZZ Solidarność Committee for Steelworkers Lenin Steelworks,NSZZS,CSTWL,Opposition Group Leadership Body Regional or Local,NA,NA
IA00810,NSZZ Solidarność Committee for the Defense of Prisoners of Conscience,NSZZS,KOWZP,Opposition Group Leadership Body National,NA,NA
IA00811,NSZZ Solidarność Commission Branch in the Department of Transportation Dołowy,NSZZS,CBDTD,Opposition Group Leadership Body Regional or Local,NA,NA
IA00812,NSZZ Solidarność Workers Committee Lenin Steel Works,NSZZS,WCLSW,Opposition Group Leadership Body Regional or Local,NA,NA
IA00813,NSZZ Solidarność Coordinating Committee Medical Academy Poznań,NSZZS,CCMEDAP,Opposition Group Leadership Body Regional or Local,NA,NA
IA00814,NSZZ Solidarność Coordinating Committee Podbieskidzie,NSZZS,CCPOD,Opposition Group Leadership Body Regional or Local,NA,NA
IA00815,NSZZ Solidarność Executive Committee Ministry of Justice,NSZZS,ECMINJUS,Opposition Group Leadership Body National,NA,NA
IA00816,NSZZ Solidarność Executive Committee District Mining office in Katowice,NSZZS,ECDMOK,NA,NA,NA
IA00817,NSZZ Solidarność Executive Committee Commission for Investigating Nazi Crimes,NSZZS,ECCINC,Opposition Group Leadership Body National,NA,NA
IA00818,NSZZ Solidarność Educational Experts Group,NSZZS,EEG,Opposition Group Leadership Body National,NA,NA
IA00819,NSZZ Solidarność Founding Committee BUMAR Mechanical Equipment Plant,NSZZS,FCBUMAR,Opposition Group Leadership Body Regional or Local,NA,NA
IA00821,NSZZ Solidarność Founding Committee Center for Postgraduate Medical Education,NSZZS,FCPME,Opposition Group Leadership Body Regional or Local,NA,NA
IA00822,NSZZ Solidarność Founding Committee Center for Occupational Medicine Warsaw,NSZZS,FCOMW,Opposition Group Leadership Body Regional or Local,NA,NA
IA00825,NSZZ Solidarność Founding Committee Gdynia Sea Fisheries Institute,NSZZS,FCGSFI,Opposition Group Leadership Body Regional or Local,NA,NA
IA00826,NSZZ Solidarność Founding Committee Health Care Group in Gliwice,NSZZS,FCHGG,Opposition Group Leadership Body Regional or Local,NA,NA
IA00827,NSZZ Solidarność Founding Committee Healthcare Complex for Higher Education Wrocław,NSZZS,FCHCHEW,Opposition Group Leadership Body Regional or Local,NA,NA
IA00828,NSZZ Solidarność Founding Committee Institute of Pedagogical Research,NSZZS,FCIPR,Opposition Group Leadership Body Regional or Local,NA,NA
IA00829,NSZZ Solidarność Founding Committee Institute of Labor and Social Policy,NSZZS,FCILSP,Opposition Group Leadership Body Regional or Local,NA,NA
IA00830,NSZZ Solidarność Founding Committee ISKRA Research and Development Center Kielce,NSZZS,FCISKRA,Opposition Group Leadership Body Regional or Local,NA,NA
IA00831,NSZZ Solidarność Founding Committee Katowice Steelworks,NSZZS,FCKSW,Opposition Group Leadership Body Regional or Local,NA,NA
IA00834,NSZZ Solidarność Founding Committee Lenin Shipyards Gdańsk,NSZZS,FCLSHIG,Opposition Group Leadership Body Regional or Local,NA,NA
IA00835,NSZZ Solidarność Founding Committee Lenin Steelworks,NSZZS,FCLSTEEL,Opposition Group Leadership Body Regional or Local,NA,NA
IA00837,NSZZ Solidarność Founding Committee Medical Academy Poznań,NSZZS,FCMEDAP,Opposition Group Leadership Body Regional or Local,NA,NA
IA00838,NSZZ Solidarność Founding Committee Mining Works Łęczna,NSZZS,FCMWL,Opposition Group Leadership Body Regional or Local,NA,NA
IA00839,NSZZ Solidarność Founding Committee Mining and Steelworks Plant “Bolesław” in Bukowny,NSZZS,FCBOLE,Opposition Group Leadership Body Regional or Local,NA,NA
IA00840,NSZZ Solidarność Founding Committee Nysa Factory for Research Support,NSZZS,FCNYSA,Opposition Group Leadership Body Regional or Local,NA,NA
IA00841,NSZZ Solidarność Founding Committee Warsaw Ochota Municipal Hospital,NSZZS,FCWOMH,Opposition Group Leadership Body Regional or Local,NA,NA
IA00842,NSZZ Solidarność Founding Committee Warsaw Television Works,NSZZS,FCWTW,Opposition Group Leadership Body Regional or Local,NA,NA
IA00843,NSZZ Solidarność Founding Committee Ministry of Justice,NSZZS,FCMINJUS,NA,NA,NA
IA00844,NSZZ Solidarność Founding Committee Northern Shipyards Gdańsk,NSZZS,FCNSHIG,Opposition Group Leadership Body Regional or Local,NA,NA
IA00845,NSZZ Solidarność Founding Committee PAN Kraków,NSZZS,FCPANK,Opposition Group Leadership Body Regional or Local,NA,NA
IA00846,NSZZ Solidarność Founding Committee Stalowa Wola Steelworks,NSZZS,FCSWST,Opposition Group Leadership Body Regional or Local,NA,NA
IA00847,NSZZ Solidarność Founding Committee State Clinical Hospital No. 4 Warsaw,NSZZS,FCSCH4,Opposition Group Leadership Body Regional or Local,NA,NA
IA00848,NSZZ Solidarność Founding Committee Szczecin Port Authority,NSZZS,FCSZPA,Opposition Group Leadership Body Regional or Local,NA,NA
IA00850,NSZZ Solidarność Founding Committee Youth Publishing Agency,NSZZS,FCYPA,Opposition Group Leadership Body Regional or Local,NA,NA
IA00851,NSZZ Solidarność Founding Committee of the Workers' Houses of Culture,NSZZS,FCWHC,NA,NA,NA
IA00852,NSZZ Solidarność Founding Committee ZAE “Ema-Elester”,NSZZS,FCZAE,Opposition Group Leadership Body Regional or Local,NA,NA
IA00853,NSZZ Solidarność Founding Committee ZSO POLAM Gdańsk,NSZZS,FCZSO,Opposition Group Leadership Body Regional or Local,NA,NA
IA00854,NSZZ Solidarność Bydgoszcz Regional Organizing Committee,NSZZS,BYROC,Opposition Group Leadership Body Regional or Local,NA,NA
IA00856,NSZZ Solidarność Bydgoszcz Regional Coordinating Committee,NSZZS,BYRCC,Opposition Group Leadership Body Regional or Local,NA,NA
IA00857,NSZZ Solidarność Gdańsk Regional Board,NSZZS,GKRB,Opposition Group Leadership Body Regional or Local,NA,NA
IA00858,NSZZ Solidarność Gdańsk Regional Coordinating Committee,NSZZS,GKRCC,Opposition Group Leadership Body Regional or Local,NA,NA
IA00860,NSZZ Solidarność Jastrębia-Zdroju Regional Executive Committee,NSZZS,JZREC,Opposition Group Leadership Body Regional or Local,NA,NA
IA00861,NSZZ Solidarność Katowice Regional Board,NSZZS,KARB,Opposition Group Leadership Body Regional or Local,NA,NA
IA00862,NSZZ Solidarność Katowice Regional Coordinating Committee,NSZZS,KARCC,Opposition Group Leadership Body Regional or Local,NA,NA
IA00864,NSZZ Solidarność Katowice Regional Executive Committee,NSZZS,KAREC,Opposition Group Leadership Body Regional or Local,NA,NA
IA00866,NSZZ Solidarność Lower Silesia Regional Coordinating Committee for Healthcare,NSZZS,LSRCCH,Opposition Group Leadership Body Regional or Local,NA,NA
IA00867,NSZZ Solidarność Lower Silesia Regional Executive Committee,NSZZS,LSREC,Opposition Group Leadership Body Regional or Local,NA,NA
IA00868,NSZZ Solidarność Lower Silesia Regional Executive Committee Center for Social Research,NSZZS,LSRECSR,Opposition Group Leadership Body Regional or Local,NA,NA
IA00869,NSZZ Solidarność Lower Silesia Region,NSZZS,LSREG,Opposition Group Leadership Body Regional or Local,NA,NA
IA00870,NSZZ Solidarność Łódź Regional Board,NSZZS,LZRB,Opposition Group Leadership Body Regional or Local,NA,NA
IA00871,NSZZ Solidarność Łódź Regional Executive Committee,NSZZS,LZREC,Opposition Group Leadership Body Regional or Local,NA,NA
IA00872,NSZZ Solidarność Łódź Regional Organizing Committee,NSZZS,LZROC,Opposition Group Leadership Body Regional or Local,NA,NA
IA00873,NSZZ Solidarność Member,NSZZS,MEMB,Opposition Group,NA,NA
IA00874,NSZZ Solidarność Małopolska Regional Board,NSZZS,MPRB,Opposition Group Leadership Body Regional or Local,NA,NA
IA00875,NSZZ Solidarność Małopolska Regional Executive Board,NSZZS,MPREB,Opposition Group Leadership Body Regional or Local,NA,NA
IA00876,NSZZ Solidarność Małopolska/Kraków Regional Committee,NSZZS,MKRC,Opposition Group Leadership Body Regional or Local,NA,NA
IA00877,NSZZ Solidarność Mazowsze Regional Board,NSZZS,MARB,Opposition Group Leadership Body Regional or Local,NA,NA
IA00878,NSZZ Solidarność Mazowsze Regional Board Center for Education and Learning,NSZZS,MARBCEL,Opposition Group Leadership Body Regional or Local,NA,NA
IA00879,NSZZ Solidarność Mazowsze Regional Board Center for Social Research,NSZZS,MARBESR,Opposition Group Leadership Body Regional or Local,NA,NA
IA00880,NSZZ Solidarność Mazowsze Regional Coordinating Committee for Healthcare,NSZZS,MARCCH,Opposition Group Leadership Body Regional or Local,NA,NA
IA00881,NSZZ Solidarność Mazowsze Regional Executive Commission,NSZZS,MAREC,Opposition Group Leadership Body Regional or Local,NA,NA
IA00882,NSZZ Solidarność Podbieskidzie Regional Board Presidium,NSZZS,PBRBP,Opposition Group Leadership Body Regional or Local,NA,NA
IA00883,NSZZ Solidarność Podbieskidzie Regional Organizing Committee,NSZZS,PBROC,Opposition Group Leadership Body Regional or Local,NA,NA
IA00884,NSZZ Solidarność Piotrków Regional Board,NSZZS,PIRB,Opposition Group Leadership Body Regional or Local,NA,NA
IA00885,NSZZ Solidarność Rzeszów Structures,NSZZS,RZS,Opposition Group Leadership Body Regional or Local,NA,NA
IA00886,NSZZ Solidarność Sandomierz Regional Board,NSZZS,SANRB,Opposition Group Leadership Body Regional or Local,NA,NA
IA00887,NSZZ Solidarność Szczecin Regional Board,NSZZS,SZRB,Opposition Group Leadership Body Regional or Local,NA,NA
IA00891,NSZZ Solidarność Silesia-Dąbrowski Regional Consultative Committee,NSZZS,SDRCC,Opposition Group Leadership Body Regional or Local,NA,NA
IA00892,NSZZ Solidarność Silesia-Dąbrowski Regional Executive Committee,NSZZS,SDREC,Opposition Group Leadership Body Regional or Local,NA,NA
IA00894,NSZZ Solidarność Torun Regional Executive Committee,NSZZS,TOREC,Opposition Group Leadership Body Regional or Local,NA,NA
IA00895,NSZZ Solidarność Torun Regional Coordinating Commission,NSZZS,TORCC,Opposition Group Leadership Body Regional or Local,NA,NA
IA00897,NSZZ Solidarność Wielkopolska Regional Board,NSZZS,WPRB,Opposition Group Leadership Body Regional or Local,NA,NA
IA00898,NSZZ Solidarność Wielkopolska Temporary Regional Council,NSZZS,WPTRC,Opposition Group Leadership Body Regional or Local,NA,NA
IA00899,NSZZ Solidarność Wielkopolska Temporary Regional Board,NSZZS,WPTRB,Opposition Group Leadership Body Regional or Local,NA,NA
IA00900,NSZZ Solidarność Western Pomerania Coordinating Commission,NSZZS,WPCC,Opposition Group Leadership Body Regional or Local,NA,NA
IA00902,NSZZ Solidarność Secret Factory Committee Jagiellonian University,NSZZS,SFCUJ,Opposition Group Leadership Body Regional or Local,NA,NA
IA00903,NSZZ Solidarność Secret Factory Committee PAN Institute of Fundamental Technological Research,NSZZS,SFCPANIFT,Opposition Group Leadership Body Regional or Local,NA,NA
IA00905,NSZZ Solidarność National Commission Center for Socio-Union Studies,NSZZS,KKCSUS,Opposition Group Leadership Body National,NA,NA
IA00906,NSZZ Solidarność National Audit Committee,NSZZS,NAC,Opposition Group Leadership Body National,NA,NA
IA00907,NSZZ Solidarność National Executive Commission,NSZZS,KKW,Opposition Group Leadership Body National,NA,NA
IA00908,NSZZ Solidarność National Coordinating Committee for Healthcare,NSZZS,NCCH,Opposition Group Leadership Body National,NA,NA
IA00910,NSZZ Solidarność National Committee,NSZZS,KK,Opposition Group Leadership Body National,NA,NA
IA00911,NSZZ Solidarność National Committee Presidium,NSZZS,KKPR,Opposition Group Leadership Body National,NA,NA
IA00912,NSZZ Solidarność National Committee Delegate on the Higher Education Law,NSZZS,KKDHEL,Opposition Group Leadership Body National,NA,NA
IA00913,NSZZ Solidarność National Coordinating Committee for Science,NSZZS,NCCS,Opposition Group Leadership Body National,NA,NA
IA00914,NSZZ Solidarność Office of Lech Walęsa,NSZZS,OLW,Opposition Group Leadership Body National,NA,NA
IA00915,NSZZ Solidarność Organizational Committee Main Center for the Research and Design of Open Pit Mining “Poltegor”,NSZZS,OCMCRDOP,Opposition Group Leadership Body Regional or Local,NA,NA
IA00916,NSZZ Solidarność Organizational Committee Opole Industrial Construction Enterprise No. 1 Management Works,NSZZS,OCOICE1,Opposition Group Leadership Body Regional or Local,NA,NA
IA00917,NSZZ Solidarność Organizing Committee Ursus Mechanical Factory,NSZZS,OCUMF,Opposition Group Leadership Body Regional or Local,NA,NA
IA00918,NSZZ Solidarność Press Information Bureau,NSZZS,PIB,Opposition Group Leadership Body National,NA,NA
IA00919,NSZZ Solidarność Regional Strike Committee Lower Silesia Social Audit Commission,NSZZS,RSCLSSAC,Protest Action,NA,NA
IA00920,NSZZ Solidarność Social Fund,NSZZS,SOCFUN,Opposition Group Leadership Body National,NA,NA
IA00921,NSZZ Solidarność Strike Committee Gdańsk Shipyards (April 1988),NSZZS,SCGDSAP88,Protest Action,NA,NA
IA00922,NSZZ Solidarność Strike Committee Gdańsk Shipyards (August 1988),NSZZS,SCGDSA88,Protest Action,NA,NA
IA00923,NSZZ Solidarność Temporary Board of the Środkowo-Wschodni Region (Lubliń),NSZZS,TBSWR,Opposition Group Leadership Body Regional or Local,NA,NA
IA00926,NSZZ Solidarność Temporary Coordinating Commission,NSZZS,TKK,Opposition Group Leadership Body National,NA,NA
IA00927,NSZZ Solidarność Temporary Council,NSZZS,TR,Opposition Group Leadership Body National,NA,NA
IA00928,NSZZ Solidarność Temporary Factory Committee Institute of Pedagogical Research,NSZZS,TFCIPR,Opposition Group Leadership Body Regional or Local,NA,NA
IA00929,NSZZ Solidarność Temporary Factory Committee Warsaw Television Works,NSZZS,TFCWTW,Opposition Group Leadership Body Regional or Local,NA,NA
IA00930,NSZZ Solidarność Temporary Factory Committee Warsaw University,NSZZS,TFCUW,Opposition Group Leadership Body Regional or Local,NA,NA
IA00931,NSZZ Solidarność Temporary Factory Committee KWK Andaluzja,NSZZS,TFCKWKA,Opposition Group Leadership Body Regional or Local,NA,NA
IA00932,NSZZ Solidarność Temporary Factory Committee Lenin Shipyards Gdańsk,NSZZS,TFCPLSGD,Opposition Group Leadership Body Regional or Local,NA,NA
IA00933,NSZZ Solidarność Temporary Factory Committee PAN Institute of History,NSZZS,TFCPANIH,Opposition Group Leadership Body Regional or Local,NA,NA
IA00934,NSZZ Solidarność Temporary Factory Committee Small Vehicle Factory Bialsko-Biały,NSZZS,TFCSMVF,Opposition Group Leadership Body Regional or Local,NA,NA
IA00935,NSZZ Solidarność Temporary Factory Committee Ursus Mechanical Factory,NSZZS,TFCUMF,Opposition Group Leadership Body Regional or Local,NA,NA
IA00937,NSZZ Solidarność Temporary Factory Committee State Clinical Hospital No. 4 Warsaw,NSZZS,TFCH4W,Opposition Group Leadership Body Regional or Local,NA,NA
IA00938,NSZZ Solidarność Temporary Factory Committee Medical Academy Poznań,NSZZS,TFCMEDAP,Opposition Group Leadership Body Regional or Local,NA,NA
IA00939,NSZZ Solidarność Temporary Presidium of the Commission for National Understanding,NSZZS,TPRKKP,Opposition Group Leadership Body Regional or Local,NA,NA
IA00942,NSZZ Solidarność Temporary Regional Board Sląsk Opole,NSZZS,TRBSO,Opposition Group Leadership Body Regional or Local,NA,NA
IA00943,NSZZ Solidarność Temporary Workers Council Warsaw Steelworks,NSZZS,TWCWS,Opposition Group Leadership Body Regional or Local,NA,NA
IA00944,NSZZ Solidarność University Extension Workers Mazowsze,NSZZS,UEWM,Opposition Group Leadership Body Regional or Local,NA,NA
IA00945,NSZZ Solidarność Workers Council Warsaw Steelworks,NSZZS,WCWS,Opposition Group Leadership Body Regional or Local,NA,NA
IA00946,NSZZ Solidarność Workers Strike Committee Lower Silesia,NSZZS,WSCLS,Protest Action,NA,NA
IA00947,NZS,NZS,NA,Opposition Group,NA,NA
IA00948,NZS Intercollegiate Coordinating Commission,NZS,ICC,Opposition Group Leadership Body National,NA,NA
IA00949,NZS Intercollegiate Coordinating Commission Gdańsk,NZS,ICCGK,Opposition Group Leadership Body Regional or Local,NA,NA
IA00950,NZS Intercollegiate Coordinating Commission Warsaw,NZS,ICCWAW,Opposition Group Leadership Body Regional or Local,NA,NA
IA00951,NZS National Audit Commission,NZS,NAC,Opposition Group Leadership Body National,NA,NA
IA00952,NZS National Coordinating Commission,NZS,NCC,Opposition Group Leadership Body National,NA,NA
IA00954,NZS University Committee Gdańsk University,NZS,UCGU,Opposition Group Leadership Body Regional or Local,NA,NA
IA00955,NZS University Committee Jagiellonian University,NZS,UCUJ,Opposition Group Leadership Body Regional or Local,NA,NA
IA00956,NZS University Committee Medical Academy Gdańsk,NZS,UCMEDAG,Opposition Group Leadership Body Regional or Local,NA,NA
IA00957,NZS University Committee State Higher School of Fine Arts Gdańsk,NZS,UCSHSFA,Opposition Group Leadership Body Regional or Local,NA,NA
IA00958,NZS University Committee Warsaw Politechnic,NZS,UCWPOLY,NA,NA,NA
IA00959,NZS University Committee Warsaw University,NZS,UCUW,Opposition Group Leadership Body Regional or Local,NA,NA
IA00959,NZS University Committee Warsaw University,NZS,UCUW,NA,NA,NA
IA00960,NZS University Committee Warsaw Academy of Medicine,NZS,UCWAM,Opposition Group Leadership Body Regional or Local,NA,NA
IA00961,NZS University Committee Wrocław,NZS,UCWR,Opposition Group Leadership Body Regional or Local,NA,NA
IA00962,Nysa Factory for Research Support,NYSA,NA,Factory,NA,NA
IA00963,Office of the Association of the Free University of Poland Bydgoszcz,OAFUPB,NA,NA,NA,NA
IA00965,OKN Education Culture Science,OKN,NA,Independent Society,NA,NA
IA00965,OKN Education Culture Science,OKN,NA,NA,NA,NA
IA00966,Olsztyn Provincial Hospital,OPH,NA,Medical Facility,NA,NA
IA00967,Open Letter to Enrico Berlinguera,OLETEB,NA,Protest Statement,NA,NA
IA00968,Open Letter to General Jaruzelski regarding Grzegorz Przemyk,OLETGJ,NA,Protest Statement,NA,NA
IA00970,Open Letter to Party Members,OLETPM,NA,Protest Statement,NA,NA
IA00971,Open Letter to the Sejm protesting the De-legalization of Solidarność,OLETSDS,NA,Protest Statement,NA,NA
IA00973,Organizational Committee at the Medical Academy and State Clinical Hospital Kraków,OCMAK,NA,Opposition Group Leadership Body Regional or Local,NA,NA
IA00974,Organizing Committee of Self-Governing Workers ZSO POLAM,OCSGWZ,NA,Opposition Group Leadership Body Regional or Local,NA,NA
IA00975,Papal Academy of Theology Kraków,PACTK,NA,Postsecondary School,NA,NA
IA00976,PAN,PAN,NA,Research Institue,NA,NA
IA00977,PAN Archive Kraków,PAN,ARCK,Research Institue,NA,NA
IA00981,PAN Committee for Architecture and Urbanization Kraków,PAN,CAUK,Research Institue,NA,NA
IA00982,PAN Committee for Architecture and Urbanization,PAN,CAU,Research Institue,NA,NA
IA00983,PAN Committee for Chemistry,PAN,CFC,Research Institue,NA,NA
IA00985,PAN Committee for Pathology,PAN,CFPA,Research Institue,NA,NA
IA00986,PAN Committee for Ocean Research,PAN,CFOR,Research Institue,NA,NA
IA00988,PAN Committee of Environmental Engineers,PAN,COEE,Research Institue,NA,NA
IA00989,PAN Committee on Economics,PAN,COEC,Research Institue,NA,NA
IA00990,PAN Committee on Fundamental Medical Science Sociology Commission,PAN,COFMSSC,Research Institue,NA,NA
IA00991,PAN Committee on Human Rehabilitation and Adaptation,PAN,COHRA,Research Institue,NA,NA
IA00992,PAN Committee on National Spatial Planning,PAN,CONSP,Research Institue,NA,NA
IA00993,PAN Committee “People and the Environment”,PAN,CPAE,Research Institue,NA,NA
IA00995,PAN Copernicus Astronomical Center,PAN,CAC,Research Institue,NA,NA
IA00996,PAN Council of Scientific Associations,PAN,CSA,Research Institue,NA,NA
IA00997,PAN Department of Astronomy,PAN,DOA,Research Institue,NA,NA
IA00998,PAN Department of Legal Sciences,PAN,DOLS,Research Institue,NA,NA
IA00999,PAN Department of Oceanography,PAN,DOO,Research Institue,NA,NA
IA01000,PAN Environmental Planning Commission of the Committee for National Spatial Development,PAN,CONSPEPC,Research Institue,NA,NA
IA01001,PAN Institute of Biochemistry and Biophysics,PAN,IBB,Research Institue,NA,NA
IA01002,PAN Institute of Economics,PAN,IEC,Research Institue,NA,NA
IA01004,PAN Institute of Fluid-Flow Machinery Gdańsk,PAN,IFFMG,Research Institue,NA,NA
IA01005,PAN Institute of Fundamental Technological Research,PAN,IFTR,Research Institue,NA,NA
IA01006,PAN Institute of Geography and Spatial Development,PAN,IGSD,Research Institue,NA,NA
IA01007,PAN Institute of History,PAN,IH,Research Institue,NA,NA
IA01008,PAN Institute of Immunology and Experimental Therapy,PAN,IIET,Research Institue,NA,NA
IA01009,PAN Institute of Law and Society,PAN,ILAS,Research Institue,NA,NA
IA01010,PAN Institute of Machine Mathematics,IMM,NA,NA,NA,NA
IA01011,PAN Institute of Mathematics in Wrocław,PAN,IMATHW,Research Institue,NA,NA
IA01012,PAN Institute of Oceanology,PAN,IOCEAN,Research Institue,NA,NA
IA01013,PAN Institute of Organic Chemistry,PAN,IORGC,Research Institue,NA,NA
IA01014,PAN Institute of Philosophy and Sociology,PAN,IPS,Research Institue,NA,NA
IA01015,PAN Institute of Physics,PAN,IPHYSICS,Research Institue,NA,NA
IA01016,PAN Institute of the History of Science Education and Technology,PAN,IHSET,Research Institue,NA,NA
IA01017,PAN Laboratory for Social Sciences,PAN,LSS,Research Institue,NA,NA
IA01018,PAN Library,PAN,LIB,Research Institue,NA,NA
IA01020,PAN Medical Sciences Commission,PAN,MEDSC,Research Institue,NA,NA
IA01021,PAN Polimers Commission,PAN,POLIC,Research Institue,NA,NA
IA01022,PAN Water Resources Committee,PAN,WRC,Research Institue,NA,NA
IA01023,Papal Council on Culture,PCC,NA,Charitable or Humanitarian Organization,NA,NA
IA01024,“Parasol” Scout Troop Warsaw,PARAST,NA,Scouting Organization,NA,NA
IA01025,Paris École pratique des hautes études,PEPHE,NA,Postsecondary School,NA,NA
IA01026,Pastoral Care for Catholic Intellectuals,PCKI,NA,Charitable or Humanitarian Organization,NA,NA
IA01028,Pastoral Care for Farmers,PCFARM,NA,Charitable or Humanitarian Organization,NA,NA
IA01029,Pastoral Care for Lawyers,PCL,NA,Charitable or Humanitarian Organization,NA,NA
IA01031,Pastoral Care for Working People,PCWP,NA,Charitable or Humanitarian Organization,NA,NA
IA01032,Pastoral Care for Working People College of Catholic Social Doctrine,PCWPCCS,NA,Charitable or Humanitarian Organization,NA,NA
IA01033,Pastoral Care of the Parish Council of Former Political Prisoners and Internees,PCPCFPP,NA,Charitable or Humanitarian Organization,NA,NA
IA01034,Pastoral Center for Christian Culture,PCCC,NA,Charitable or Humanitarian Organization,NA,NA
IA01035,Pastoral Communities of Farmers,PCOMFARM,NA,Charitable or Humanitarian Organization,NA,NA
IA01036,Peasant Party,PSL,NA,Political Party,NA,NA
IA01037,Peasant Self-Defense Committees,PSDC,NA,Opposition Group,NA,NA
IA01038,Peoples University,UP,NA,Postsecondary School,NA,NA
IA01040,PGR Płociczno,PGRP,NA,Factory,NA,NA
IA01041,Pirogow Hospital,PH,NA,Medical Facility,NA,NA
IA01042,Planning Commission Computing Center,PLCCC,NA,Government Leadership Body National,NA,NA
IA01043,Polytechnic Silesia,SPOLY,NA,Postsecondary School,NA,NA
IA01044,Polish Associations of Historians,PAH,NA,National Professional Association,NA,NA
IA01045,Polish Association of Theoretical and Applied Mechanics,PATAM,NA,National Professional Association,NA,NA
IA01048,Polish Chemical Society,PCS,NA,National Professional Association,NA,NA
IA01049,Polish Ecological Club,PEC,NA,National Professional Association,NA,NA
IA01050,Polish Ecological Club Gdańsk Branch,PEC,GK,National Professional Association,NA,NA
IA01051,Polish Economic Society,PTE,NA,National Professional Association,NA,NA
IA01052,Polish Episcopate Secretariat,EPISP,SEC,Charitable or Humanitarian Organization,NA,NA
IA01054,Polish Episcopate Commission on Secular Apostate Affairs,EPISP,CSAA,Charitable or Humanitarian Organization,NA,NA
